"COD_RIP","COD_REG","COD_PROV","COD_CM","COD_UTS","PRO_COM","PRO_COM_T","COMUNE","COMUNE_A","CC_UTS","Shape_Leng","Shape_Area"
"3","03","018",0,"018",18169,"018169","Valle Salimbene",NA,0,16280.155998,7186261.87699
"3","03","018",0,"018",18171,"018171","Varzi",NA,0,50555.5601618,57614935.0423
"3","03","018",0,"018",18172,"018172","Velezzo Lomellina",NA,0,17808.1842595,8172190.867
"3","03","018",0,"018",18173,"018173","Vellezzo Bellini",NA,0,18515.8266384,8196130.89005
"3","03","018",0,"018",18174,"018174","Verretto",NA,0,8006.89581171,2708566.78395
"3","03","018",0,"018",18175,"018175","Verrua Po",NA,0,19462.0558611,11440349.8157
"3","03","018",0,"018",18176,"018176","Vidigulfo",NA,0,35065.8115901,16142535.7878
"3","03","018",0,"018",18177,"018177","Vigevano",NA,0,54638.821666,81363922.0455
"3","03","018",0,"018",18178,"018178","Villa Biscossi",NA,0,10823.330284,4878059.59936
"3","03","018",0,"018",18179,"018179","Villanova d'Ardenghi",NA,0,14148.5342173,6608579.03898
"3","03","018",0,"018",18180,"018180","Villanterio",NA,0,30868.3750272,14767478.846
"3","03","018",0,"018",18181,"018181","Vistarino",NA,0,20473.6225699,9489405.69975
"3","03","018",0,"018",18182,"018182","Voghera",NA,0,47565.1217575,63441309.6219
"3","03","018",0,"018",18183,"018183","Volpara",NA,0,9449.89853143,3773075.07044
"3","03","018",0,"018",18184,"018184","Zavattarello",NA,0,31610.3370477,28401341.8733
"3","03","018",0,"018",18185,"018185","Zeccone",NA,0,11117.1101017,5529239.03899
"3","03","018",0,"018",18186,"018186","Zeme",NA,0,26519.1647135,24582834.9547
"3","03","018",0,"018",18187,"018187","Zenevredo",NA,0,10818.4831497,5403668.10468
"3","03","018",0,"018",18188,"018188","Zerbo",NA,0,13080.9567555,6361398.239
"3","03","018",0,"018",18189,"018189","Zerbolò",NA,0,39629.3714664,37191424.8596
"3","03","018",0,"018",18190,"018190","Zinasco",NA,0,40637.4156799,29736544.4455
"3","03","018",0,"018",18191,"018191","Cornale e Bastida",NA,0,15531.9620841,3821673.3787
"3","03","018",0,"018",18192,"018192","Corteolona e Genzone",NA,0,24345.2948382,14086512.0532
"3","03","018",0,"018",18193,"018193","Colli Verdi",NA,0,45202.8638703,41246787.3843
"3","03","019",0,"019",19001,"019001","Acquanegra Cremonese",NA,0,19541.0369261,9216027.28014
"3","03","019",0,"019",19002,"019002","Agnadello",NA,0,18789.8110585,12077497.3194
"3","03","019",0,"019",19003,"019003","Annicco",NA,0,26403.4205239,19198323.5103
"3","03","019",0,"019",19004,"019004","Azzanello",NA,0,21197.8783055,11121037.7284
"3","03","019",0,"019",19005,"019005","Bagnolo Cremasco",NA,0,20633.8235971,10387783.7475
"3","03","019",0,"019",19006,"019006","Bonemerse",NA,0,13910.8391166,5900728.79822
"3","03","019",0,"019",19007,"019007","Bordolano",NA,0,15726.2751823,8142417.36857
"3","03","019",0,"019",19009,"019009","Calvatone",NA,0,21453.8431973,13699526.3104
"3","03","019",0,"019",19010,"019010","Camisano",NA,0,17778.4229011,10950590.8655
"3","03","019",0,"019",19011,"019011","Campagnola Cremasca",NA,0,11273.2085013,4640738.28774
"3","03","019",0,"019",19012,"019012","Capergnanica",NA,0,16023.2768292,6836242.69505
"3","03","019",0,"019",19013,"019013","Cappella Cantone",NA,0,30231.667835,13147102.4023
"3","03","019",0,"019",19014,"019014","Cappella de' Picenardi",NA,0,26165.7707107,14197661.5087
"3","03","019",0,"019",19015,"019015","Capralba",NA,0,20516.0403322,13454269.7112
"3","03","019",0,"019",19016,"019016","Casalbuttano ed Uniti",NA,0,34649.0894211,22874996.6665
"3","03","019",0,"019",19017,"019017","Casale Cremasco-Vidolasco",NA,0,20147.4685411,9193354.86395
"3","03","019",0,"019",19018,"019018","Casaletto Ceredano",NA,0,12913.2828951,6518035.07198
"3","03","019",0,"019",19019,"019019","Casaletto di Sopra",NA,0,17407.8397706,8656977.62017
"3","03","019",0,"019",19020,"019020","Casaletto Vaprio",NA,0,13339.077214,5401881.15494
"3","03","019",0,"019",19021,"019021","Casalmaggiore",NA,0,58872.3692843,64530207.259
"3","03","019",0,"019",19022,"019022","Casalmorano",NA,0,20171.7808964,12282349.8485
"3","03","019",0,"019",19023,"019023","Casteldidone",NA,0,21261.4283557,10789378.1725
"3","03","019",0,"019",19024,"019024","Castel Gabbiano",NA,0,11704.0021899,5787709.79139
"3","03","019",0,"019",19025,"019025","Castelleone",NA,0,39416.154918,45077326.459
"3","03","019",0,"019",19026,"019026","Castelverde",NA,0,36608.5236864,30890831.9634
"3","03","019",0,"019",19027,"019027","Castelvisconti",NA,0,15220.954642,9757227.26031
"3","03","019",0,"019",19028,"019028","Cella Dati",NA,0,25943.961531,18917840.4373
"3","03","019",0,"019",19029,"019029","Chieve",NA,0,11137.7225074,6193362.65693
"3","03","019",0,"019",19030,"019030","Cicognolo",NA,0,18226.5732477,6962779.25236
"3","03","019",0,"019",19031,"019031","Cingia de' Botti",NA,0,20724.0986538,14359945.6994
"3","03","019",0,"019",19032,"019032","Corte de' Cortesi con Cignone",NA,0,21778.829463,12852679.7897
"3","03","019",0,"019",19033,"019033","Corte de' Frati",NA,0,24094.8248698,20175499.859
"3","03","019",0,"019",19034,"019034","Credera Rubbiano",NA,0,19764.6793141,14128433.5251
"3","03","019",0,"019",19035,"019035","Crema",NA,0,36304.8806047,34509974.7362
"3","03","019",0,"019",19036,"019036","Cremona",NA,1,51444.4769374,70489912.0264
"3","03","019",0,"019",19037,"019037","Cremosano",NA,0,12319.2772305,5757773.81676
"3","03","019",0,"019",19038,"019038","Crotta d'Adda",NA,0,23178.2507784,12937704.7525
"3","03","019",0,"019",19039,"019039","Cumignano sul Naviglio",NA,0,16837.6232396,6773982.52887
"3","03","019",0,"019",19040,"019040","Derovere",NA,0,17986.8502145,9990634.41193
"3","03","019",0,"019",19041,"019041","Dovera",NA,0,22274.9197068,20592402.7637
"3","03","019",0,"019",19043,"019043","Fiesco",NA,0,17813.525501,8193775.403
"3","03","019",0,"019",19044,"019044","Formigara",NA,0,22643.7961206,12642931.7055
"3","03","019",0,"019",19045,"019045","Gabbioneta-Binanuova",NA,0,27470.0283942,15707366.7919
"3","03","019",0,"019",19046,"019046","Gadesco-Pieve Delmona",NA,0,30236.4349053,17101287.2699
"3","03","019",0,"019",19047,"019047","Genivolta",NA,0,30165.3379931,18573212.5144
"3","03","019",0,"019",19048,"019048","Gerre de' Caprioli",NA,0,15766.8642534,7720338.62311
"3","03","019",0,"019",19049,"019049","Gombito",NA,0,18584.631742,9276349.38031
"3","03","019",0,"019",19050,"019050","Grontardo",NA,0,21430.9030856,12258177.4251
"3","03","019",0,"019",19051,"019051","Grumello Cremonese ed Uniti",NA,0,27106.5053727,22289638.1661
"3","03","019",0,"019",19052,"019052","Gussola",NA,0,28560.883575,25226114.6739
"3","03","019",0,"019",19053,"019053","Isola Dovarese",NA,0,17286.99111,9465483.67299
"3","03","019",0,"019",19054,"019054","Izano",NA,0,13842.8958377,6191564.7312
"3","03","019",0,"019",19055,"019055","Madignano",NA,0,16688.094105,10761673.9895
"3","03","019",0,"019",19056,"019056","Malagnino",NA,0,23267.2199896,10822576.9981
"3","03","019",0,"019",19057,"019057","Martignana di Po",NA,0,24626.5468289,14919852.3761
"3","03","019",0,"019",19058,"019058","Monte Cremasco",NA,0,9139.63298238,2342808.93887
"3","03","019",0,"019",19059,"019059","Montodine",NA,0,20451.210282,11394214.0809
"3","03","019",0,"019",19060,"019060","Moscazzano",NA,0,16341.2894985,8153081.15669
"3","03","019",0,"019",19061,"019061","Motta Baluffi",NA,0,19215.277114,16467567.8994
"3","03","019",0,"019",19062,"019062","Offanengo",NA,0,16503.3601076,12583533.0229
"3","03","019",0,"019",19063,"019063","Olmeneta",NA,0,20829.3833051,9153734.17462
"3","03","019",0,"019",19064,"019064","Ostiano",NA,0,31336.4615881,19488727.6054
"3","03","019",0,"019",19065,"019065","Paderno Ponchielli",NA,0,28253.787144,23961903.7216
"3","03","019",0,"019",19066,"019066","Palazzo Pignano",NA,0,18623.8065205,8820825.06206
"3","03","019",0,"019",19067,"019067","Pandino",NA,0,23540.4467125,22295292.0554
"3","03","019",0,"019",19068,"019068","Persico Dosimo",NA,0,32954.3424136,20637013.721
"3","03","019",0,"019",19069,"019069","Pescarolo ed Uniti",NA,0,24642.1852484,16543411.7907
"3","03","019",0,"019",19070,"019070","Pessina Cremonese",NA,0,31174.0297975,22016666.69
"3","03","019",0,"019",19072,"019072","Pianengo",NA,0,13862.7647755,5763081.38664
"3","03","019",0,"019",19073,"019073","Pieranica",NA,0,10020.0797392,2728809.98842
"3","03","019",0,"019",19074,"019074","Pieve d'Olmi",NA,0,28146.8109861,19437182.0081
"3","03","019",0,"019",19075,"019075","Pieve San Giacomo",NA,0,23440.0901086,14850010.9443
"3","03","019",0,"019",19076,"019076","Pizzighettone",NA,0,31527.8486496,32061028.7944
"3","03","019",0,"019",19077,"019077","Pozzaglio ed Uniti",NA,0,27592.1150935,20573680.5071
"3","03","019",0,"019",19078,"019078","Quintano",NA,0,9967.30222681,2862166.6058
"3","03","019",0,"019",19079,"019079","Ricengo",NA,0,21448.8473232,12548469.4296
"3","03","019",0,"019",19080,"019080","Ripalta Arpina",NA,0,22334.5060998,6956422.28906
"3","03","019",0,"019",19081,"019081","Ripalta Cremasca",NA,0,19399.8106106,11779283.6469
"3","03","019",0,"019",19082,"019082","Ripalta Guerina",NA,0,8602.08614612,2973851.3763
"3","03","019",0,"019",19083,"019083","Rivarolo del Re ed Uniti",NA,0,26974.0826135,27333187.5247
"3","03","019",0,"019",19084,"019084","Rivolta d'Adda",NA,0,29867.5624283,30401263.5192
"3","03","019",0,"019",19085,"019085","Robecco d'Oglio",NA,0,26329.0208124,17994208.2483
"3","03","019",0,"019",19086,"019086","Romanengo",NA,0,21670.5666457,15047037.5418
"3","03","019",0,"019",19087,"019087","Salvirola",NA,0,21029.8381225,7364682.98465
"3","03","019",0,"019",19088,"019088","San Bassano",NA,0,27463.3440626,13926379.9718
"3","03","019",0,"019",19089,"019089","San Daniele Po",NA,0,21895.8614489,22681732.5187
"3","03","019",0,"019",19090,"019090","San Giovanni in Croce",NA,0,30123.4208539,16214357.0396
"3","03","019",0,"019",19091,"019091","San Martino del Lago",NA,0,16900.6025271,10379937.6953
"3","03","019",0,"019",19092,"019092","Scandolara Ravara",NA,0,23257.5057331,17076086.9625
"3","03","019",0,"019",19093,"019093","Scandolara Ripa d'Oglio",NA,0,12104.4501781,5720155.14779
"3","03","019",0,"019",19094,"019094","Sergnano",NA,0,21190.2528452,12309291.5963
"3","03","019",0,"019",19095,"019095","Sesto ed Uniti",NA,0,38638.4811586,26493818.6179
"3","03","019",0,"019",19096,"019096","Solarolo Rainerio",NA,0,24765.3052545,11425430.7075
"3","03","019",0,"019",19097,"019097","Soncino",NA,0,46800.9884768,45320218.3055
"3","03","019",0,"019",19098,"019098","Soresina",NA,0,33734.6385649,28568135.6941
"3","03","019",0,"019",19099,"019099","Sospiro",NA,0,27427.5698683,18959451.5495
"3","03","019",0,"019",19100,"019100","Spinadesco",NA,0,23338.4757901,17212109.0939
"3","03","019",0,"019",19101,"019101","Spineda",NA,0,16196.6905437,10107318.6408
"3","03","019",0,"019",19102,"019102","Spino d'Adda",NA,0,22639.6359547,20019494.2241
"3","03","019",0,"019",19103,"019103","Stagno Lombardo",NA,0,34779.6381143,40194908.0953
"3","03","019",0,"019",19104,"019104","Ticengo",NA,0,21828.3363676,7981913.43333
"3","03","019",0,"019",19105,"019105","Torlino Vimercati",NA,0,15280.9503035,5769243.01164
"3","03","019",0,"019",19106,"019106","Tornata",NA,0,16963.5837493,10165427.9164
"3","03","019",0,"019",19107,"019107","Torre de' Picenardi",NA,0,34791.3598927,34228655.5647
"3","03","019",0,"019",19108,"019108","Torricella del Pizzo",NA,0,25424.7300005,23222678.702
"3","03","019",0,"019",19109,"019109","Trescore Cremasco",NA,0,15587.7167221,5917877.3867
"3","03","019",0,"019",19110,"019110","Trigolo",NA,0,24305.8951421,16061036.3236
"3","03","019",0,"019",19111,"019111","Vaiano Cremasco",NA,0,15217.2387411,6151584.50374
"3","03","019",0,"019",19112,"019112","Vailate",NA,0,15696.1377273,9692631.15838
"3","03","019",0,"019",19113,"019113","Vescovato",NA,0,26408.252299,17436602.6404
"3","03","019",0,"019",19114,"019114","Volongo",NA,0,15743.8799775,8120496.4275
"3","03","019",0,"019",19115,"019115","Voltido",NA,0,21552.0885226,12242491.3491
"3","03","019",0,"019",19116,"019116","Piadena Drizzona",NA,0,41390.6373408,31690636.051
"3","03","020",0,"020",20001,"020001","Acquanegra sul Chiese",NA,0,36124.7522315,28014480.422
"3","03","020",0,"020",20002,"020002","Asola",NA,0,56633.9114457,73481486.7727
"3","03","020",0,"020",20003,"020003","Bagnolo San Vito",NA,0,44686.8590931,49204436.0055
"3","03","020",0,"020",20007,"020007","Bozzolo",NA,0,20858.4046155,18821865.8254
"3","03","020",0,"020",20008,"020008","Canneto sull'Oglio",NA,0,38990.6434088,25874684.0195
"3","03","020",0,"020",20010,"020010","Casalmoro",NA,0,17669.0846133,13695729.2997
"3","03","020",0,"020",20011,"020011","Casaloldo",NA,0,20716.2504065,16849519.5023
"3","03","020",0,"020",20012,"020012","Casalromano",NA,0,18837.3255293,12022510.5561
"3","03","020",0,"020",20013,"020013","Castelbelforte",NA,0,29624.5481691,22342008.0545
"3","03","020",0,"020",20014,"020014","Castel d'Ario",NA,0,24949.3537778,22569179.1659
"3","03","020",0,"020",20015,"020015","Castel Goffredo",NA,0,35869.093359,42404202.0915
"3","03","020",0,"020",20016,"020016","Castellucchio",NA,0,33751.2717613,46339396.1875
"3","03","020",0,"020",20017,"020017","Castiglione delle Stiviere",NA,0,30643.1565743,42022601.9463
"3","03","020",0,"020",20018,"020018","Cavriana",NA,0,39392.1868099,36874000.8589
"3","03","020",0,"020",20019,"020019","Ceresara",NA,0,38804.1371578,37611220.8759
"3","03","020",0,"020",20020,"020020","Commessaggio",NA,0,17687.1278413,11648661.4837
"3","03","020",0,"020",20021,"020021","Curtatone",NA,0,45063.9474905,67470546.4222
"3","03","020",0,"020",20022,"020022","Dosolo",NA,0,26354.8761489,25540660.409
"3","03","020",0,"020",20024,"020024","Gazoldo degli Ippoliti",NA,0,17902.3288575,12999239.7618
"3","03","020",0,"020",20025,"020025","Gazzuolo",NA,0,23967.7519407,22487029.472
"3","03","020",0,"020",20026,"020026","Goito",NA,0,55224.1788506,78876555.005
"3","03","020",0,"020",20027,"020027","Gonzaga",NA,0,42496.6997034,49882655.1963
"3","03","020",0,"020",20028,"020028","Guidizzolo",NA,0,21780.3935065,22413806.4634
"3","03","020",0,"020",20029,"020029","Magnacavallo",NA,0,28817.4709364,28200181.6916
"3","03","020",0,"020",20030,"020030","Mantova",NA,1,51826.9617529,63807676.0257
"3","03","020",0,"020",20031,"020031","Marcaria",NA,0,58156.8659917,89789024.5058
"3","03","020",0,"020",20032,"020032","Mariana Mantovana",NA,0,20067.2931389,8912625.69781
"3","03","020",0,"020",20033,"020033","Marmirolo",NA,0,46068.1204938,42032953.0318
"3","03","020",0,"020",20034,"020034","Medole",NA,0,27432.9516824,25728679.2417
"3","03","020",0,"020",20035,"020035","Moglia",NA,0,38385.2305435,31848660.9008
"3","03","020",0,"020",20036,"020036","Monzambano",NA,0,29527.6731239,30018906.4388
"3","03","020",0,"020",20037,"020037","Motteggiana",NA,0,43520.9771402,24789413.2401
"3","03","020",0,"020",20038,"020038","Ostiglia",NA,0,38800.5980198,39831268.2209
"3","03","020",0,"020",20039,"020039","Pegognaga",NA,0,40190.0465724,46568576.8017
"3","03","020",0,"020",20041,"020041","Piubega",NA,0,20059.8601526,16601324.3181
"3","03","020",0,"020",20042,"020042","Poggio Rusco",NA,0,31397.3258687,42286537.6373
"3","03","020",0,"020",20043,"020043","Pomponesco",NA,0,20868.9491012,12558537.9601
"3","03","020",0,"020",20044,"020044","Ponti sul Mincio",NA,0,17016.2719873,11719418.0798
"3","03","020",0,"020",20045,"020045","Porto Mantovano",NA,0,43800.8310503,37441185.1058
"3","03","020",0,"020",20046,"020046","Quingentole",NA,0,22116.2777708,14378627.5155
"3","03","020",0,"020",20047,"020047","Quistello",NA,0,53270.1467584,45433282.707
"3","03","020",0,"020",20048,"020048","Redondesco",NA,0,23545.5044808,19092718.4197
"3","03","020",0,"020",20050,"020050","Rivarolo Mantovano",NA,0,27810.2994273,25545192.3187
"3","03","020",0,"020",20051,"020051","Rodigo",NA,0,36144.4826101,41686838.8673
"3","03","020",0,"020",20052,"020052","Roncoferraro",NA,0,44906.2622246,63433347.6209
"3","03","020",0,"020",20053,"020053","Roverbella",NA,0,44500.1335844,62979865.4511
"3","03","020",0,"020",20054,"020054","Sabbioneta",NA,0,34776.2749866,37270015.3053
"3","03","020",0,"020",20055,"020055","San Benedetto Po",NA,0,58801.7600804,69940609.646
"3","03","020",0,"020",20056,"020056","San Giacomo delle Segnate",NA,0,22847.8910444,15977782.1158
"3","03","020",0,"020",20057,"020057","San Giorgio Bigarello",NA,0,57718.2700253,51535067.357
"3","03","020",0,"020",20058,"020058","San Giovanni del Dosso",NA,0,25791.6611566,15395671.0134
"3","03","020",0,"020",20059,"020059","San Martino dall'Argine",NA,0,22306.8181179,16939165.8246
"3","03","020",0,"020",20060,"020060","Schivenoglia",NA,0,18079.5410457,12955131.0584
"3","03","020",0,"020",20061,"020061","Sermide e Felonica",NA,0,54882.7380139,79828199.2489
"3","03","020",0,"020",20062,"020062","Serravalle a Po",NA,0,25498.8578371,26202317.2199
"3","03","020",0,"020",20063,"020063","Solferino",NA,0,15605.4663985,13083273.4659
"3","03","020",0,"020",20064,"020064","Sustinente",NA,0,30154.2141504,26272299.9048
"3","03","020",0,"020",20065,"020065","Suzzara",NA,0,52781.7473456,61098903.2797
"3","03","020",0,"020",20066,"020066","Viadana",NA,0,80626.6477663,103840669.758
"3","03","020",0,"020",20068,"020068","Villimpenta",NA,0,23086.9758355,14843201.1091
"3","03","020",0,"020",20070,"020070","Volta Mantovana",NA,0,36006.7663299,50393256.3094
"3","03","020",0,"020",20071,"020071","Borgo Virgilio",NA,0,64516.5175888,69985519.4361
"3","03","020",0,"020",20072,"020072","Borgo Mantovano",NA,0,34351.401757,41168601.7324
"3","03","020",0,"020",20073,"020073","Borgocarbonara",NA,0,31303.7267327,30494762.2189
"4","04","021",0,"021",21001,"021001","Aldino/Aldein","Aldein",0,40983.9451267,62688255.4843
"4","04","021",0,"021",21002,"021002","Andriano/Andrian","Andrian",0,12705.415144,4891223.73115
"4","04","021",0,"021",21003,"021003","Anterivo/Altrei","Altrei",0,15100.3132929,11064006.0178
"4","04","021",0,"021",21004,"021004","Appiano sulla strada del vino/Eppan an der Weinstraße","Eppan an der Weinstraße",0,49492.4175275,59450141.8367
"4","04","021",0,"021",21005,"021005","Avelengo/Hafling","Hafling",0,30316.01504,27395221.8973
"4","04","021",0,"021",21006,"021006","Badia/Abtei","Abtei",0,48111.8016285,83070463.9056
"4","04","021",0,"021",21007,"021007","Barbiano/Barbian","Barbian",0,22542.1751909,24511229.778
"4","04","021",0,"021",21008,"021008","Bolzano/Bozen","Bozen",1,51403.394803,52290883.8359
"4","04","021",0,"021",21009,"021009","Braies/Prags","Prags",0,52779.3780869,90221401.3217
"4","04","021",0,"021",21010,"021010","Brennero/Brenner","Brenner",0,63211.8430137,114291770.008
"4","04","021",0,"021",21011,"021011","Bressanone/Brixen","Brixen",0,58134.7576307,84698554.2758
"4","04","021",0,"021",21012,"021012","Bronzolo/Branzoll","Branzoll",0,14582.6306517,7539519.37879
"4","04","021",0,"021",21013,"021013","Brunico/Bruneck","Bruneck",0,46799.998438,44997396.5162
"4","04","021",0,"021",21014,"021014","Caines/Kuens","Kuens",0,7291.62970126,1634431.94462
"4","04","021",0,"021",21015,"021015","Caldaro sulla strada del vino/Kaltern an der Weinstraße","Kaltern an der Weinstraße",0,50024.1635721,48130327.9924
"4","04","021",0,"021",21016,"021016","Campo di Trens/Freienfeld","Freienfeld",0,51549.1866961,95385701.2841
"4","04","021",0,"021",21017,"021017","Campo Tures/Sand in Taufers","Sand in Taufers",0,72502.7830304,163979910.634
"4","04","021",0,"021",21018,"021018","Castelbello-Ciardes/Kastelbell-Tschars","Kastelbell-Tschars",0,46177.8452124,53791037.9218
"4","04","021",0,"021",21019,"021019","Castelrotto/Kastelruth","Kastelruth",0,49889.5721121,117949851.032
"4","04","021",0,"021",21020,"021020","Cermes/Tscherms","Tscherms",0,14835.626533,6623989.61873
"4","04","021",0,"021",21021,"021021","Chienes/Kiens","Kiens",0,43087.1171954,33680101.038
"4","04","021",0,"021",21022,"021022","Chiusa/Klausen","Klausen",0,51741.4241789,51289061.1321
"4","04","021",0,"021",21023,"021023","Cornedo all'Isarco/Karneid","Karneid",0,31716.9920865,40610728.7784
"4","04","021",0,"021",21024,"021024","Cortaccia sulla strada del vino/Kurtatsch an der Weinstraße","Kurtatsch an der Weinstraße",0,33999.30783,29267670.5906
"4","04","021",0,"021",21025,"021025","Cortina sulla strada del vino/Kurtinig an der Weinstraße","Kurtinig an der Weinstraße",0,6111.20961024,1999027.71186
"4","04","021",0,"021",21026,"021026","Corvara in Badia/Corvara","Corvara",0,31170.3844286,38835772.9226
"4","04","021",0,"021",21027,"021027","Curon Venosta/Graun im Vinschgau","Graun im Vinschgau",0,85706.4401839,209647400.072
"4","04","021",0,"021",21028,"021028","Dobbiaco/Toblach","Toblach",0,90857.7972898,125280267.29
"4","04","021",0,"021",21029,"021029","Egna/Neumarkt","Neumarkt",0,33639.0535148,23569324.6456
"4","04","021",0,"021",21030,"021030","Falzes/Pfalzen","Pfalzen",0,29258.2414069,33131468.1565
"4","04","021",0,"021",21031,"021031","Fiè allo Sciliar/Völs am Schlern","Völs am Schlern",0,39309.3933622,43943415.48
"4","04","021",0,"021",21032,"021032","Fortezza/Franzensfeste","Franzensfeste",0,41005.4521271,61772007.7234
"4","04","021",0,"021",21033,"021033","Funes/Villnöß","Villnöß",0,52622.5103477,81381054.1689
"4","04","021",0,"021",21034,"021034","Gais/Gais","Gais",0,40797.3436651,60614562.5171
"4","04","021",0,"021",21035,"021035","Gargazzone/Gargazon","Gargazon",0,9075.52799477,4913659.21275
"4","04","021",0,"021",21036,"021036","Glorenza/Glurns","Glurns",0,19754.5090176,13218835.764
"4","04","021",0,"021",21037,"021037","Laces/Latsch","Latsch",0,54385.4611242,78706310.4319
"4","04","021",0,"021",21038,"021038","Lagundo/Algund","Algund",0,36755.6986444,23672082.2886
"4","04","021",0,"021",21039,"021039","Laion/Lajen","Lajen",0,32639.5912365,37471985.2445
"4","04","021",0,"021",21040,"021040","Laives/Leifers","Leifers",0,26067.611477,24108288.8322
"4","04","021",0,"021",21041,"021041","Lana/Lana","Lana",0,43088.3307296,36123775.2989
"4","04","021",0,"021",21042,"021042","Lasa/Laas","Laas",0,55335.1473932,110223442.07
"4","04","021",0,"021",21043,"021043","Lauregno/Laurein","Laurein",0,23320.9698827,13884934.4095
"4","04","021",0,"021",21044,"021044","Luson/Lüsen","Lüsen",0,46173.3215596,74412673.7646
"4","04","021",0,"021",21045,"021045","Magrè sulla strada del vino/Margreid an der Weinstraße","Margreid an der Weinstraße",0,23990.1833521,13864068.1102
"4","04","021",0,"021",21046,"021046","Malles Venosta/Mals","Mals",0,91509.0543939,247424963.795
"4","04","021",0,"021",21047,"021047","Marebbe/Enneberg","Enneberg",0,90521.1434306,160226445.037
"4","04","021",0,"021",21048,"021048","Marlengo/Marling","Marling",0,18546.6056331,12863108.4207
"4","04","021",0,"021",21049,"021049","Martello/Martell","Martell",0,59218.0257016,142795584.331
"4","04","021",0,"021",21050,"021050","Meltina/Mölten","Mölten",0,39456.1535993,36953789.8461
"4","04","021",0,"021",21051,"021051","Merano/Meran","Meran",0,38751.868302,26339741.6452
"4","04","021",0,"021",21052,"021052","Monguelfo-Tesido/Welsberg-Taisten","Welsberg-Taisten",0,51384.7513077,46436344.1525
"4","04","021",0,"021",21053,"021053","Montagna sulla strada del vino/Montan an der Weinstraße","Montan an der Weinstraße",0,34508.898535,19510191.908
"4","04","021",0,"021",21054,"021054","Moso in Passiria/Moos in Passeier","Moos in Passeier",0,78949.8376407,193528310.59
"4","04","021",0,"021",21055,"021055","Nalles/Nals","Nals",0,21931.9537612,12239813.2085
"4","04","021",0,"021",21056,"021056","Naturno/Naturns","Naturns",0,51470.9280856,67112713.6867
"4","04","021",0,"021",21057,"021057","Naz-Sciaves/Natz-Schabs","Natz-Schabs",0,27690.7939033,15959940.0897
"4","04","021",0,"021",21058,"021058","Nova Levante/Welschnofen","Welschnofen",0,34444.0459538,51095609.0083
"4","04","021",0,"021",21059,"021059","Nova Ponente/Deutschnofen","Deutschnofen",0,53778.8629415,112493387.327
"4","04","021",0,"021",21060,"021060","Ora/Auer","Auer",0,22599.8432757,11788034.884
"4","04","021",0,"021",21061,"021061","Ortisei/St. Ulrich","St. Ulrich",0,23324.0171204,24156449.6878
"4","04","021",0,"021",21062,"021062","Parcines/Partschins","Partschins",0,39526.8698538,55409017.9864
"4","04","021",0,"021",21063,"021063","Perca/Percha","Percha",0,32500.6622743,30349878.4517
"4","04","021",0,"021",21064,"021064","Plaus/Plaus","Plaus",0,13272.2484606,4866020.55576
"4","04","021",0,"021",21065,"021065","Ponte Gardena/Waidbruck","Waidbruck",0,9228.23839296,2328225.41119
"4","04","021",0,"021",21066,"021066","Postal/Burgstall","Burgstall",0,11453.091711,6692099.22733
"4","04","021",0,"021",21067,"021067","Prato allo Stelvio/Prad am Stilfserjoch","Prad am Stilfserjoch",0,44140.1344881,51001810.8208
"4","04","021",0,"021",21068,"021068","Predoi/Prettau","Prettau",0,45414.1944476,86356543.6993
"4","04","021",0,"021",21069,"021069","Proves/Proveis","Proveis",0,24031.4273375,18368533.9605
"4","04","021",0,"021",21070,"021070","Racines/Ratschings","Ratschings",0,82014.137278,203283738.97
"4","04","021",0,"021",21071,"021071","Rasun-Anterselva/Rasen-Antholz","Rasen-Antholz",0,75653.0259103,121603524.237
"4","04","021",0,"021",21072,"021072","Renon/Ritten","Ritten",0,56811.1266707,111360269.891
"4","04","021",0,"021",21073,"021073","Rifiano/Riffian","Riffian",0,43165.5035915,35942564.5601
"4","04","021",0,"021",21074,"021074","Rio di Pusteria/Mühlbach","Mühlbach",0,49050.9761981,83823216.557
"4","04","021",0,"021",21075,"021075","Rodengo/Rodeneck","Rodeneck",0,31643.5027367,29618222.5581
"4","04","021",0,"021",21076,"021076","Salorno sulla strada del vino/Salurn an der Weinstraße","Salurn an der Weinstraße",0,38329.8764308,33125024.959
"4","04","021",0,"021",21077,"021077","San Candido/Innichen","Innichen",0,55317.1047432,79846776.5645
"4","04","021",0,"021",21079,"021079","San Genesio Atesino/Jenesien","Jenesien",0,45594.4544768,68836896.5884
"4","04","021",0,"021",21080,"021080","San Leonardo in Passiria/St. Leonhard in Passeier","St. Leonhard in Passeier",0,60349.1785963,88780190.6473
"4","04","021",0,"021",21081,"021081","San Lorenzo di Sebato/St. Lorenzen","St. Lorenzen",0,43112.7520321,51459968.1586
"4","04","021",0,"021",21082,"021082","San Martino in Badia/St. Martin in Thurn","St. Martin in Thurn",0,45892.85226,75942866.882
"4","04","021",0,"021",21083,"021083","San Martino in Passiria/St. Martin in Passeier","St. Martin in Passeier",0,40254.0025081,30238320.5631
"4","04","021",0,"021",21084,"021084","San Pancrazio/St. Pankraz","St. Pankraz",0,42879.5099691,63172458.396
"4","04","021",0,"021",21085,"021085","Santa Cristina Valgardena/St. Christina in Gröden","St. Christina in Gröden",0,39633.3813289,31923139.677
